instancia;arquivo;execucao_global;execucao;seed;threads;rota;melhor_rota_da_execucao;melhor_rota_geral;rota_da_melhor_solucao_global;rota_da_melhor_solucao_instancia;sequencia;numero_paradas;carga_estudantes;distancia_km;tempo_rota_segundos;tempo_total_rotas_execucao_seg;tempo_execucao_algoritmo_seg;tempo_parede_execucao_seg
Edinburgh-1;.\data\Edinburgh-1.bus;6;1;2967327842;1;15;nao;nao;nao;sim;"Escola -> Parada 388 -> Escola";1;17;5,562000;831,000000;20707,000000;198,487243;211,261842
Edinburgh-1;.\data\Edinburgh-1.bus;6;1;2967327842;1;16;nao;nao;nao;sim;"Escola -> Parada 826 -> Escola";1;42;9,294000;1397,000000;20707,000000;198,487243;211,261842
Edinburgh-1;.\data\Edinburgh-1.bus;6;1;2967327842;1;17;nao;nao;nao;sim;"Escola -> Parada 232 -> Escola";1;50;6,946000;1029,000000;20707,000000;198,487243;211,261842
Edinburgh-1;.\data\Edinburgh-1.bus;6;1;2967327842;1;18;nao;nao;nao;sim;"Escola -> Parada 186 -> Escola";1;43;13,321000;1676,000000;20707,000000;198,487243;211,261842
Edinburgh-1;.\data\Edinburgh-1.bus;6;1;2967327842;1;19;nao;nao;nao;sim;"Escola -> Parada 663 -> Escola";1;33;8,418000;1114,000000;20707,000000;198,487243;211,261842
Edinburgh-2;.\data\Edinburgh-2.bus;7;1;2367878886;1;1;nao;nao;nao;sim;"Escola -> Parada 51 -> Parada 760 -> Escola";2;36;6,004000;1119,000000;8300,000000;300,420156;307,559322
Edinburgh-2;.\data\Edinburgh-2.bus;7;1;2367878886;1;2;nao;nao;nao;sim;"Escola -> Parada 868 -> Escola";1;37;7,091000;1214,000000;8300,000000;300,420156;307,559322
Edinburgh-2;.\data\Edinburgh-2.bus;7;1;2367878886;1;3;nao;nao;nao;sim;"Escola -> Parada 748 -> Escola";1;38;5,596000;1075,000000;8300,000000;300,420156;307,559322
Edinburgh-2;.\data\Edinburgh-2.bus;7;1;2367878886;1;4;nao;nao;nao;sim;"Escola -> Parada 43 -> Escola";1;40;4,856000;810,000000;8300,000000;300,420156;307,559322
Edinburgh-2;.\data\Edinburgh-2.bus;7;1;2367878886;1;5;nao;nao;nao;sim;"Escola -> Parada 815 -> Escola";1;33;5,677000;1146,000000;8300,000000;300,420156;307,559322
Edinburgh-2;.\data\Edinburgh-2.bus;7;1;2367878886;1;6;nao;nao;nao;sim;"Escola -> Parada 505 -> Parada 316 -> Escola";2;36;10,287000;1823,000000;8300,000000;300,420156;307,559322
Edinburgh-2;.\data\Edinburgh-2.bus;7;1;2367878886;1;7;nao;nao;nao;sim;"Escola -> Parada 478 -> Escola";1;27;1,760000;309,000000;8300,000000;300,420156;307,559322
Edinburgh-2;.\data\Edinburgh-2.bus;7;1;2367878886;1;8;nao;nao;nao;sim;"Escola -> Parada 279 -> Escola";1;39;2,478000;481,000000;8300,000000;300,420156;307,559322
Edinburgh-2;.\data\Edinburgh-2.bus;7;1;2367878886;1;9;sim;sim;nao;sim;"Escola -> Parada 904 -> Parada 363 -> Escola";2;34;1,600000;323,000000;8300,000000;300,420156;307,559322
MiltonKeynes;.\data\MiltonKeynes.bus;8;1;3088727057;1;1;nao;nao;nao;sim;"Escola -> Parada 94 -> Parada 529 -> Escola";2;40;17,591000;1350,000000;7832,000000;34,837969;41,401623
MiltonKeynes;.\data\MiltonKeynes.bus;8;1;3088727057;1;2;nao;nao;nao;sim;"Escola -> Parada 348 -> Escola";1;40;13,714000;1027,000000;7832,000000;34,837969;41,401623
MiltonKeynes;.\data\MiltonKeynes.bus;8;1;3088727057;1;3;nao;nao;nao;sim;"Escola -> Parada 50 -> Escola";1;38;11,690000;923,000000;7832,000000;34,837969;41,401623
MiltonKeynes;.\data\MiltonKeynes.bus;8;1;3088727057;1;4;nao;nao;nao;sim;"Escola -> Parada 420 -> Escola";1;17;12,885000;890,000000;7832,000000;34,837969;41,401623
MiltonKeynes;.\data\MiltonKeynes.bus;8;1;3088727057;1;5;nao;nao;nao;sim;"Escola -> Parada 29 -> Escola";1;40;15,426000;951,000000;7832,000000;34,837969;41,401623
MiltonKeynes;.\data\MiltonKeynes.bus;8;1;3088727057;1;6;nao;nao;nao;sim;"Escola -> Parada 6 -> Escola";1;26;13,829000;1052,000000;7832,000000;34,837969;41,401623
MiltonKeynes;.\data\MiltonKeynes.bus;8;1;3088727057;1;7;nao;nao;nao;sim;"Escola -> Parada 266 -> Escola";1;33;11,117000;887,000000;7832,000000;34,837969;41,401623
MiltonKeynes;.\data\MiltonKeynes.bus;8;1;3088727057;1;8;sim;nao;nao;sim;"Escola -> Parada 372 -> Escola";1;40;8,934000;752,000000;7832,000000;34,837969;41,401623
Porthcawl;.\data\Porthcawl.bus;9;1;3090095699;1;1;nao;nao;sim;sim;"Escola -> Parada 127 -> Parada 60 -> Escola";2;30;15,292000;1614,000000;2598,000000;3,348668;3,564964
Porthcawl;.\data\Porthcawl.bus;9;1;3090095699;1;2;sim;nao;sim;sim;"Escola -> Parada 78 -> Escola";1;36;10,191000;984,000000;2598,000000;3,348668;3,564964
Suffolk;.\data\Suffolk.bus;10;1;2109339754;1;1;nao;nao;nao;sim;"Escola -> Parada 49 -> Parada 165 -> Parada 86 -> Escola";3;36;37,799000;3115,000000;12295,000000;6,515794;6,840496
Suffolk;.\data\Suffolk.bus;10;1;2109339754;1;2;nao;nao;nao;sim;"Escola -> Parada 12 -> Parada 8 -> Parada 167 -> Parada 172 -> Parada 34 -> Parada 117 -> Escola";6;36;33,514000;2396,000000;12295,000000;6,515794;6,840496
Suffolk;.\data\Suffolk.bus;10;1;2109339754;1;3;nao;nao;nao;sim;"Escola -> Parada 37 -> Parada 157 -> Parada 74 -> Escola";3;35;26,683000;2213,000000;12295,000000;6,515794;6,840496
Suffolk;.\data\Suffolk.bus;10;1;2109339754;1;4;nao;nao;nao;sim;"Escola -> Parada 33 -> Parada 17 -> Parada 23 -> Escola";3;38;20,540000;1618,000000;12295,000000;6,515794;6,840496
Suffolk;.\data\Suffolk.bus;10;1;2109339754;1;5;nao;nao;nao;sim;"Escola -> Parada 159 -> Parada 124 -> Parada 135 -> Escola";3;28;20,717000;1534,000000;12295,000000;6,515794;6,840496
Suffolk;.\data\Suffolk.bus;10;1;2109339754;1;6;sim;nao;nao;sim;"Escola -> Parada 93 -> Parada 171 -> Escola";2;36;18,949000;1419,000000;12295,000000;6,515794;6,840496
