instancia;arquivo;execucao_global;execucao;seed;threads;rota;melhor_rota_da_execucao;melhor_rota_geral;rota_da_melhor_solucao_global;rota_da_melhor_solucao_instancia;sequencia;numero_paradas;carga_estudantes;distancia_km;tempo_rota_segundos;tempo_total_rotas_execucao_seg;tempo_execucao_algoritmo_seg;tempo_parede_execucao_seg
Adelaide;.\data\Adelaide.bus;1;1;2991312382;8;14;nao;nao;nao;sim;"Escola -> Parada 472 -> Parada 790 -> Escola";2;37;10,535000;1495,000000;18865,000000;144,015538;156,415753
Adelaide;.\data\Adelaide.bus;1;1;2991312382;8;15;nao;nao;nao;sim;"Escola -> Parada 678 -> Escola";1;40;5,871000;1088,000000;18865,000000;144,015538;156,415753
Adelaide;.\data\Adelaide.bus;1;1;2991312382;8;16;nao;nao;nao;sim;"Escola -> Parada 1122 -> Escola";1;34;11,321000;1598,000000;18865,000000;144,015538;156,415753
Adelaide;.\data\Adelaide.bus;2;2;3062119789;8;1;sim;nao;nao;nao;"Escola -> Parada 72 -> Escola";1;37;2,386000;597,000000;19019,000000;179,713935;192,102180
Adelaide;.\data\Adelaide.bus;2;2;3062119789;8;2;nao;nao;nao;nao;"Escola -> Parada 91 -> Escola";1;40;9,461000;1099,000000;19019,000000;179,713935;192,102180
Adelaide;.\data\Adelaide.bus;2;2;3062119789;8;3;nao;nao;nao;nao;"Escola -> Parada 842 -> Escola";1;38;3,763000;897,000000;19019,000000;179,713935;192,102180
Adelaide;.\data\Adelaide.bus;2;2;3062119789;8;4;nao;nao;nao;nao;"Escola -> Parada 651 -> Escola";1;35;10,232000;1295,000000;19019,000000;179,713935;192,102180
Adelaide;.\data\Adelaide.bus;2;2;3062119789;8;5;nao;nao;nao;nao;"Escola -> Parada 636 -> Parada 105 -> Escola";2;40;11,939000;1145,000000;19019,000000;179,713935;192,102180
Adelaide;.\data\Adelaide.bus;2;2;3062119789;8;6;nao;nao;nao;nao;"Escola -> Parada 594 -> Escola";1;22;6,163000;1044,000000;19019,000000;179,713935;192,102180
Adelaide;.\data\Adelaide.bus;2;2;3062119789;8;7;nao;nao;nao;nao;"Escola -> Parada 706 -> Escola";1;38;12,584000;1296,000000;19019,000000;179,713935;192,102180
Adelaide;.\data\Adelaide.bus;2;2;3062119789;8;8;nao;nao;nao;nao;"Escola -> Parada 291 -> Parada 371 -> Parada 632 -> Escola";3;35;13,403000;1702,000000;19019,000000;179,713935;192,102180
Adelaide;.\data\Adelaide.bus;2;2;3062119789;8;9;nao;nao;nao;nao;"Escola -> Parada 533 -> Parada 683 -> Escola";2;37;15,217000;1908,000000;19019,000000;179,713935;192,102180
Adelaide;.\data\Adelaide.bus;2;2;3062119789;8;10;nao;nao;nao;nao;"Escola -> Parada 123 -> Escola";1;38;2,726000;478,000000;19019,000000;179,713935;192,102180
Adelaide;.\data\Adelaide.bus;2;2;3062119789;8;11;nao;nao;nao;nao;"Escola -> Parada 979 -> Escola";1;36;9,715000;1218,000000;19019,000000;179,713935;192,102180
Adelaide;.\data\Adelaide.bus;2;2;3062119789;8;12;nao;nao;nao;nao;"Escola -> Parada 146 -> Escola";1;30;5,929000;1133,000000;19019,000000;179,713935;192,102180
Adelaide;.\data\Adelaide.bus;2;2;3062119789;8;13;nao;nao;nao;nao;"Escola -> Parada 789 -> Escola";1;32;8,257000;1284,000000;19019,000000;179,713935;192,102180
Adelaide;.\data\Adelaide.bus;2;2;3062119789;8;14;nao;nao;nao;nao;"Escola -> Parada 1024 -> Escola";1;30;4,858000;937,000000;19019,000000;179,713935;192,102180
Adelaide;.\data\Adelaide.bus;2;2;3062119789;8;15;nao;nao;nao;nao;"Escola -> Parada 442 -> Parada 330 -> Escola";2;38;13,432000;1548,000000;19019,000000;179,713935;192,102180
Adelaide;.\data\Adelaide.bus;2;2;3062119789;8;16;nao;nao;nao;nao;"Escola -> Parada 175 -> Parada 603 -> Escola";2;39;11,967000;1438,000000;19019,000000;179,713935;192,102180
Adelaide;.\data\Adelaide.bus;3;3;1228959102;8;1;nao;nao;nao;nao;"Escola -> Parada 1109 -> Escola";1;34;13,002000;1331,000000;19331,000000;125,879329;135,415955
Adelaide;.\data\Adelaide.bus;3;3;1228959102;8;2;nao;nao;nao;nao;"Escola -> Parada 1143 -> Escola";1;36;7,505000;1171,000000;19331,000000;125,879329;135,415955
Adelaide;.\data\Adelaide.bus;3;3;1228959102;8;3;nao;nao;nao;nao;"Escola -> Parada 83 -> Escola";1;36;4,045000;617,000000;19331,000000;125,879329;135,415955
Adelaide;.\data\Adelaide.bus;3;3;1228959102;8;4;sim;nao;nao;nao;"Escola -> Parada 735 -> Escola";1;32;2,942000;540,000000;19331,000000;125,879329;135,415955
Adelaide;.\data\Adelaide.bus;3;3;1228959102;8;5;nao;nao;nao;nao;"Escola -> Parada 366 -> Parada 186 -> Escola";2;26;9,995000;1298,000000;19331,000000;125,879329;135,415955
Adelaide;.\data\Adelaide.bus;3;3;1228959102;8;6;nao;nao;nao;nao;"Escola -> Parada 958 -> Escola";1;40;4,301000;978,000000;19331,000000;125,879329;135,415955
Adelaide;.\data\Adelaide.bus;3;3;1228959102;8;7;nao;nao;nao;nao;"Escola -> Parada 460 -> Escola";1;26;5,615000;1121,000000;19331,000000;125,879329;135,415955
Adelaide;.\data\Adelaide.bus;3;3;1228959102;8;8;nao;nao;nao;nao;"Escola -> Parada 697 -> Escola";1;39;10,183000;1265,000000;19331,000000;125,879329;135,415955
Adelaide;.\data\Adelaide.bus;3;3;1228959102;8;9;nao;nao;nao;nao;"Escola -> Parada 498 -> Parada 633 -> Escola";2;35;12,719000;1633,000000;19331,000000;125,879329;135,415955
Adelaide;.\data\Adelaide.bus;3;3;1228959102;8;10;nao;nao;nao;nao;"Escola -> Parada 385 -> Parada 521 -> Escola";2;40;7,931000;1091,000000;19331,000000;125,879329;135,415955
Adelaide;.\data\Adelaide.bus;3;3;1228959102;8;11;nao;nao;nao;nao;"Escola -> Parada 19 -> Escola";1;38;9,460000;1100,000000;19331,000000;125,879329;135,415955
Adelaide;.\data\Adelaide.bus;3;3;1228959102;8;12;nao;nao;nao;nao;"Escola -> Parada 564 -> Escola";1;40;5,056000;799,000000;19331,000000;125,879329;135,415955
Adelaide;.\data\Adelaide.bus;3;3;1228959102;8;13;nao;nao;nao;nao;"Escola -> Parada 685 -> Escola";1;22;8,776000;1003,000000;19331,000000;125,879329;135,415955
Adelaide;.\data\Adelaide.bus;3;3;1228959102;8;14;nao;nao;nao;nao;"Escola -> Parada 469 -> Escola";1;35;10,766000;1355,000000;19331,000000;125,879329;135,415955
Adelaide;.\data\Adelaide.bus;3;3;1228959102;8;15;nao;nao;nao;nao;"Escola -> Parada 1046 -> Escola";1;18;9,033000;1232,000000;19331,000000;125,879329;135,415955
Adelaide;.\data\Adelaide.bus;3;3;1228959102;8;16;nao;nao;nao;nao;"Escola -> Parada 265 -> Escola";1;33;11,925000;1335,000000;19331,000000;125,879329;135,415955
Adelaide;.\data\Adelaide.bus;3;3;1228959102;8;17;nao;nao;nao;nao;"Escola -> Parada 131 -> Parada 865 -> Escola";2;35;12,720000;1462,000000;19331,000000;125,879329;135,415955
Adelaide;.\data\Adelaide.bus;4;4;1840268610;8;1;nao;nao;nao;nao;"Escola -> Parada 529 -> Escola";1;38;3,129000;667,000000;18594,000000;163,348804;169,423303
Adelaide;.\data\Adelaide.bus;4;4;1840268610;8;2;nao;nao;nao;nao;"Escola -> Parada 639 -> Parada 549 -> Escola";2;40;14,537000;1583,000000;18594,000000;163,348804;169,423303
Adelaide;.\data\Adelaide.bus;4;4;1840268610;8;3;nao;nao;nao;nao;"Escola -> Parada 979 -> Escola";1;33;9,715000;1218,000000;18594,000000;163,348804;169,423303
Adelaide;.\data\Adelaide.bus;4;4;1840268610;8;4;nao;nao;nao;nao;"Escola -> Parada 647 -> Escola";1;28;8,777000;1001,000000;18594,000000;163,348804;169,423303
Adelaide;.\data\Adelaide.bus;4;4;1840268610;8;5;nao;nao;nao;nao;"Escola -> Parada 297 -> Parada 1011 -> Escola";2;38;13,280000;1599,000000;18594,000000;163,348804;169,423303
Adelaide;.\data\Adelaide.bus;4;4;1840268610;8;6;nao;nao;nao;nao;"Escola -> Parada 872 -> Escola";1;34;12,123000;1345,000000;18594,000000;163,348804;169,423303
Adelaide;.\data\Adelaide.bus;4;4;1840268610;8;7;nao;nao;nao;nao;"Escola -> Parada 1 -> Escola";1;25;4,171000;951,000000;18594,000000;163,348804;169,423303
Adelaide;.\data\Adelaide.bus;4;4;1840268610;8;8;nao;nao;nao;nao;"Escola -> Parada 509 -> Escola";1;36;3,763000;898,000000;18594,000000;163,348804;169,423303
Adelaide;.\data\Adelaide.bus;4;4;1840268610;8;9;nao;nao;nao;nao;"Escola -> Parada 351 -> Escola";1;40;5,087000;790,000000;18594,000000;163,348804;169,423303
Adelaide;.\data\Adelaide.bus;4;4;1840268610;8;10;nao;nao;nao;nao;"Escola -> Parada 747 -> Escola";1;36;6,805000;1066,000000;18594,000000;163,348804;169,423303
Adelaide;.\data\Adelaide.bus;4;4;1840268610;8;11;nao;nao;nao;nao;"Escola -> Parada 643 -> Parada 617 -> Escola";2;40;11,269000;1801,000000;18594,000000;163,348804;169,423303
Adelaide;.\data\Adelaide.bus;4;4;1840268610;8;12;nao;nao;nao;nao;"Escola -> Parada 296 -> Escola";1;39;12,049000;1491,000000;18594,000000;163,348804;169,423303
Adelaide;.\data\Adelaide.bus;4;4;1840268610;8;13;nao;nao;nao;nao;"Escola -> Parada 242 -> Parada 267 -> Escola";2;40;15,889000;1626,000000;18594,000000;163,348804;169,423303
Adelaide;.\data\Adelaide.bus;4;4;1840268610;8;14;sim;nao;nao;nao;"Escola -> Parada 347 -> Escola";1;27;1,579000;221,000000;18594,000000;163,348804;169,423303
Adelaide;.\data\Adelaide.bus;4;4;1840268610;8;15;nao;nao;nao;nao;"Escola -> Parada 335 -> Parada 107 -> Escola";2;31;9,374000;979,000000;18594,000000;163,348804;169,423303
Adelaide;.\data\Adelaide.bus;4;4;1840268610;8;16;nao;nao;nao;nao;"Escola -> Parada 904 -> Escola";1;40;11,534000;1358,000000;18594,000000;163,348804;169,423303
Adelaide;.\data\Adelaide.bus;5;5;974319580;8;1;nao;nao;nao;nao;"Escola -> Parada 810 -> Escola";1;40;12,431000;1345,000000;19415,000000;121,508787;127,528161
Adelaide;.\data\Adelaide.bus;5;5;974319580;8;2;nao;nao;nao;nao;"Escola -> Parada 634 -> Escola";1;33;8,504000;1305,000000;19415,000000;121,508787;127,528161
Adelaide;.\data\Adelaide.bus;5;5;974319580;8;3;nao;nao;nao;nao;"Escola -> Parada 324 -> Parada 231 -> Escola";2;34;16,422000;1659,000000;19415,000000;121,508787;127,528161
Adelaide;.\data\Adelaide.bus;5;5;974319580;8;4;sim;nao;nao;nao;"Escola -> Parada 125 -> Escola";1;25;1,812000;264,000000;19415,000000;121,508787;127,528161
Adelaide;.\data\Adelaide.bus;5;5;974319580;8;5;nao;nao;nao;nao;"Escola -> Parada 69 -> Escola";1;37;3,432000;702,000000;19415,000000;121,508787;127,528161
Adelaide;.\data\Adelaide.bus;5;5;974319580;8;6;nao;nao;nao;nao;"Escola -> Parada 90 -> Parada 59 -> Escola";2;31;11,135000;1211,000000;19415,000000;121,508787;127,528161
Adelaide;.\data\Adelaide.bus;5;5;974319580;8;7;nao;nao;nao;nao;"Escola -> Parada 947 -> Parada 187 -> Parada 207 -> Escola";3;40;13,094000;1519,000000;19415,000000;121,508787;127,528161
Adelaide;.\data\Adelaide.bus;5;5;974319580;8;8;nao;nao;nao;nao;"Escola -> Parada 697 -> Escola";1;38;10,183000;1265,000000;19415,000000;121,508787;127,528161
Adelaide;.\data\Adelaide.bus;5;5;974319580;8;9;nao;nao;nao;nao;"Escola -> Parada 1154 -> Escola";1;34;9,279000;1354,000000;19415,000000;121,508787;127,528161
Adelaide;.\data\Adelaide.bus;5;5;974319580;8;10;nao;nao;nao;nao;"Escola -> Parada 842 -> Escola";1;29;3,763000;897,000000;19415,000000;121,508787;127,528161
Adelaide;.\data\Adelaide.bus;5;5;974319580;8;11;nao;nao;nao;nao;"Escola -> Parada 664 -> Escola";1;40;10,760000;1355,000000;19415,000000;121,508787;127,528161
Adelaide;.\data\Adelaide.bus;5;5;974319580;8;12;nao;nao;nao;nao;"Escola -> Parada 1009 -> Parada 472 -> Escola";2;39;17,815000;2342,000000;19415,000000;121,508787;127,528161
Adelaide;.\data\Adelaide.bus;5;5;974319580;8;13;nao;nao;nao;nao;"Escola -> Parada 1163 -> Escola";1;39;6,365000;910,000000;19415,000000;121,508787;127,528161
Adelaide;.\data\Adelaide.bus;5;5;974319580;8;14;nao;nao;nao;nao;"Escola -> Parada 460 -> Escola";1;29;5,615000;1121,000000;19415,000000;121,508787;127,528161
Adelaide;.\data\Adelaide.bus;5;5;974319580;8;15;nao;nao;nao;nao;"Escola -> Parada 270 -> Escola";1;40;5,411000;925,000000;19415,000000;121,508787;127,528161
Adelaide;.\data\Adelaide.bus;5;5;974319580;8;16;nao;nao;nao;nao;"Escola -> Parada 577 -> Parada 1093 -> Escola";2;37;10,924000;1241,000000;19415,000000;121,508787;127,528161
Adelaide;.\data\Adelaide.bus;6;6;2967327842;8;1;nao;nao;nao;nao;"Escola -> Parada 819 -> Parada 50 -> Escola";2;37;13,773000;1564,000000;19484,000000;134,381146;140,213477
Adelaide;.\data\Adelaide.bus;6;6;2967327842;8;2;nao;nao;nao;nao;"Escola -> Parada 68 -> Escola";1;23;4,830000;727,000000;19484,000000;134,381146;140,213477
Adelaide;.\data\Adelaide.bus;6;6;2967327842;8;3;nao;nao;nao;nao;"Escola -> Parada 460 -> Escola";1;36;5,615000;1121,000000;19484,000000;134,381146;140,213477
Adelaide;.\data\Adelaide.bus;6;6;2967327842;8;4;nao;nao;nao;nao;"Escola -> Parada 267 -> Parada 457 -> Escola";2;40;11,914000;1563,000000;19484,000000;134,381146;140,213477
Adelaide;.\data\Adelaide.bus;6;6;2967327842;8;5;nao;nao;nao;nao;"Escola -> Parada 150 -> Parada 1042 -> Escola";2;39;8,817000;1428,000000;19484,000000;134,381146;140,213477
Adelaide;.\data\Adelaide.bus;6;6;2967327842;8;6;sim;nao;nao;nao;"Escola -> Parada 112 -> Escola";1;36;1,858000;244,000000;19484,000000;134,381146;140,213477
Adelaide;.\data\Adelaide.bus;6;6;2967327842;8;7;nao;nao;nao;nao;"Escola -> Parada 336 -> Escola";1;36;6,671000;943,000000;19484,000000;134,381146;140,213477
Adelaide;.\data\Adelaide.bus;6;6;2967327842;8;8;nao;nao;nao;nao;"Escola -> Parada 224 -> Parada 226 -> Escola";2;40;12,046000;1342,000000;19484,000000;134,381146;140,213477
Adelaide;.\data\Adelaide.bus;6;6;2967327842;8;9;nao;nao;nao;nao;"Escola -> Parada 47 -> Escola";1;31;10,254000;1195,000000;19484,000000;134,381146;140,213477
Adelaide;.\data\Adelaide.bus;6;6;2967327842;8;10;nao;nao;nao;nao;"Escola -> Parada 1154 -> Escola";1;40;9,279000;1354,000000;19484,000000;134,381146;140,213477
Adelaide;.\data\Adelaide.bus;6;6;2967327842;8;11;nao;nao;nao;nao;"Escola -> Parada 696 -> Escola";1;38;6,365000;910,000000;19484,000000;134,381146;140,213477
Adelaide;.\data\Adelaide.bus;6;6;2967327842;8;12;nao;nao;nao;nao;"Escola -> Parada 1041 -> Escola";1;31;10,732000;1264,000000;19484,000000;134,381146;140,213477
Adelaide;.\data\Adelaide.bus;6;6;2967327842;8;13;nao;nao;nao;nao;"Escola -> Parada 4 -> Parada 432 -> Escola";2;36;12,125000;1578,000000;19484,000000;134,381146;140,213477
Adelaide;.\data\Adelaide.bus;6;6;2967327842;8;14;nao;nao;nao;nao;"Escola -> Parada 174 -> Parada 177 -> Escola";2;36;9,467000;1180,000000;19484,000000;134,381146;140,213477
Adelaide;.\data\Adelaide.bus;6;6;2967327842;8;15;nao;nao;nao;nao;"Escola -> Parada 1089 -> Parada 253 -> Escola";2;37;12,739000;1637,000000;19484,000000;134,381146;140,213477
Adelaide;.\data\Adelaide.bus;6;6;2967327842;8;16;nao;nao;nao;nao;"Escola -> Parada 131 -> Parada 664 -> Escola";2;29;11,582000;1434,000000;19484,000000;134,381146;140,213477
Adelaide;.\data\Adelaide.bus;7;7;2367878886;8;1;nao;nao;nao;nao;"Escola -> Parada 334 -> Parada 861 -> Escola";2;31;11,286000;1532,000000;19749,000000;50,172649;57,233090
Adelaide;.\data\Adelaide.bus;7;7;2367878886;8;2;nao;nao;nao;nao;"Escola -> Parada 265 -> Parada 317 -> Escola";2;39;12,073000;1335,000000;19749,000000;50,172649;57,233090
Adelaide;.\data\Adelaide.bus;7;7;2367878886;8;3;nao;nao;nao;nao;"Escola -> Parada 685 -> Parada 1141 -> Parada 927 -> Escola";3;40;12,652000;1612,000000;19749,000000;50,172649;57,233090
Adelaide;.\data\Adelaide.bus;7;7;2367878886;8;4;sim;sim;nao;nao;"Escola -> Parada 110 -> Escola";1;22;0,792000;103,000000;19749,000000;50,172649;57,233090
Adelaide;.\data\Adelaide.bus;7;7;2367878886;8;5;nao;nao;nao;nao;"Escola -> Parada 844 -> Escola";1;40;4,043000;799,000000;19749,000000;50,172649;57,233090
Adelaide;.\data\Adelaide.bus;7;7;2367878886;8;6;nao;nao;nao;nao;"Escola -> Parada 733 -> Escola";1;39;12,289000;1278,000000;19749,000000;50,172649;57,233090
Adelaide;.\data\Adelaide.bus;7;7;2367878886;8;7;nao;nao;nao;nao;"Escola -> Parada 509 -> Escola";1;36;3,763000;898,000000;19749,000000;50,172649;57,233090
Adelaide;.\data\Adelaide.bus;7;7;2367878886;8;8;nao;nao;nao;nao;"Escola -> Parada 36 -> Escola";1;39;5,718000;861,000000;19749,000000;50,172649;57,233090
Adelaide;.\data\Adelaide.bus;7;7;2367878886;8;9;nao;nao;nao;nao;"Escola -> Parada 1112 -> Escola";1;33;11,677000;1461,000000;19749,000000;50,172649;57,233090
Adelaide;.\data\Adelaide.bus;7;7;2367878886;8;10;nao;nao;nao;nao;"Escola -> Parada 1099 -> Escola";1;27;10,194000;1149,000000;19749,000000;50,172649;57,233090
Adelaide;.\data\Adelaide.bus;7;7;2367878886;8;11;nao;nao;nao;nao;"Escola -> Parada 904 -> Parada 1001 -> Escola";2;40;11,628000;1455,000000;19749,000000;50,172649;57,233090
Adelaide;.\data\Adelaide.bus;7;7;2367878886;8;12;nao;nao;nao;nao;"Escola -> Parada 46 -> Escola";1;32;9,461000;1099,000000;19749,000000;50,172649;57,233090
Adelaide;.\data\Adelaide.bus;7;7;2367878886;8;13;nao;nao;nao;nao;"Escola -> Parada 255 -> Parada 1037 -> Escola";2;40;13,228000;1798,000000;19749,000000;50,172649;57,233090
Adelaide;.\data\Adelaide.bus;7;7;2367878886;8;14;nao;nao;nao;nao;"Escola -> Parada 2 -> Parada 354 -> Escola";2;39;11,107000;1630,000000;19749,000000;50,172649;57,233090
Adelaide;.\data\Adelaide.bus;7;7;2367878886;8;15;nao;nao;nao;nao;"Escola -> Parada 1014 -> Escola";1;39;6,812000;1228,000000;19749,000000;50,172649;57,233090
Adelaide;.\data\Adelaide.bus;7;7;2367878886;8;16;nao;nao;nao;nao;"Escola -> Parada 209 -> Parada 664 -> Escola";2;29;12,827000;1511,000000;19749,000000;50,172649;57,233090
Adelaide;.\data\Adelaide.bus;8;8;3088727057;8;1;nao;nao;nao;nao;"Escola -> Parada 38 -> Escola";1;32;4,201000;953,000000;19447,000000;48,443685;54,620394
Adelaide;.\data\Adelaide.bus;8;8;3088727057;8;2;nao;nao;nao;nao;"Escola -> Parada 61 -> Escola";1;38;9,460000;1101,000000;19447,000000;48,443685;54,620394
Adelaide;.\data\Adelaide.bus;8;8;3088727057;8;3;nao;nao;nao;nao;"Escola -> Parada 321 -> Escola";1;26;13,180000;1393,000000;19447,000000;48,443685;54,620394
Adelaide;.\data\Adelaide.bus;8;8;3088727057;8;4;nao;nao;nao;nao;"Escola -> Parada 70 -> Escola";1;40;3,439000;741,000000;19447,000000;48,443685;54,620394
Adelaide;.\data\Adelaide.bus;8;8;3088727057;8;5;sim;nao;nao;nao;"Escola -> Parada 112 -> Escola";1;37;1,858000;244,000000;19447,000000;48,443685;54,620394
Adelaide;.\data\Adelaide.bus;8;8;3088727057;8;6;nao;nao;nao;nao;"Escola -> Parada 518 -> Escola";1;40;13,672000;1373,000000;19447,000000;48,443685;54,620394
Adelaide;.\data\Adelaide.bus;8;8;3088727057;8;7;nao;nao;nao;nao;"Escola -> Parada 225 -> Parada 442 -> Escola";2;39;15,616000;1675,000000;19447,000000;48,443685;54,620394
Adelaide;.\data\Adelaide.bus;8;8;3088727057;8;8;nao;nao;nao;nao;"Escola -> Parada 826 -> Parada 596 -> Escola";2;31;12,973000;1415,000000;19447,000000;48,443685;54,620394
Adelaide;.\data\Adelaide.bus;8;8;3088727057;8;9;nao;nao;nao;nao;"Escola -> Parada 959 -> Escola";1;39;12,321000;1518,000000;19447,000000;48,443685;54,620394
Adelaide;.\data\Adelaide.bus;8;8;3088727057;8;10;nao;nao;nao;nao;"Escola -> Parada 671 -> Escola";1;33;8,310000;1270,000000;19447,000000;48,443685;54,620394
Adelaide;.\data\Adelaide.bus;8;8;3088727057;8;11;nao;nao;nao;nao;"Escola -> Parada 947 -> Parada 507 -> Escola";2;28;9,415000;1190,000000;19447,000000;48,443685;54,620394
Adelaide;.\data\Adelaide.bus;8;8;3088727057;8;12;nao;nao;nao;nao;"Escola -> Parada 842 -> Escola";1;38;3,763000;897,000000;19447,000000;48,443685;54,620394
Adelaide;.\data\Adelaide.bus;8;8;3088727057;8;13;nao;nao;nao;nao;"Escola -> Parada 135 -> Parada 482 -> Parada 967 -> Escola";3;40;13,632000;1695,000000;19447,000000;48,443685;54,620394
Adelaide;.\data\Adelaide.bus;8;8;3088727057;8;14;nao;nao;nao;nao;"Escola -> Parada 500 -> Parada 805 -> Escola";2;37;11,590000;1319,000000;19447,000000;48,443685;54,620394
Adelaide;.\data\Adelaide.bus;8;8;3088727057;8;15;nao;nao;nao;nao;"Escola -> Parada 617 -> Escola";1;29;5,563000;1115,000000;19447,000000;48,443685;54,620394
Adelaide;.\data\Adelaide.bus;8;8;3088727057;8;16;nao;nao;nao;nao;"Escola -> Parada 745 -> Parada 800 -> Escola";2;38;11,647000;1548,000000;19447,000000;48,443685;54,620394
Adelaide;.\data\Adelaide.bus;9;9;3090095699;8;1;nao;nao;nao;nao;"Escola -> Parada 663 -> Escola";1;32;5,087000;790,000000;19829,000000;73,641338;81,848689
Adelaide;.\data\Adelaide.bus;9;9;3090095699;8;2;nao;nao;nao;nao;"Escola -> Parada 782 -> Escola";1;34;13,596000;1461,000000;19829,000000;73,641338;81,848689
Adelaide;.\data\Adelaide.bus;9;9;3090095699;8;3;nao;nao;nao;nao;"Escola -> Parada 154 -> Escola";1;29;5,929000;1133,000000;19829,000000;73,641338;81,848689
Adelaide;.\data\Adelaide.bus;9;9;3090095699;8;4;nao;nao;nao;nao;"Escola -> Parada 559 -> Escola";1;33;8,310000;1270,000000;19829,000000;73,641338;81,848689
Adelaide;.\data\Adelaide.bus;9;9;3090095699;8;5;nao;nao;nao;nao;"Escola -> Parada 844 -> Escola";1;32;4,043000;799,000000;19829,000000;73,641338;81,848689
Adelaide;.\data\Adelaide.bus;9;9;3090095699;8;6;nao;nao;nao;nao;"Escola -> Parada 685 -> Parada 1025 -> Escola";2;30;9,539000;1157,000000;19829,000000;73,641338;81,848689
Adelaide;.\data\Adelaide.bus;9;9;3090095699;8;7;nao;nao;nao;nao;"Escola -> Parada 406 -> Parada 227 -> Escola";2;40;12,879000;1568,000000;19829,000000;73,641338;81,848689
Adelaide;.\data\Adelaide.bus;9;9;3090095699;8;8;nao;nao;nao;nao;"Escola -> Parada 1099 -> Escola";1;26;10,194000;1149,000000;19829,000000;73,641338;81,848689
Adelaide;.\data\Adelaide.bus;9;9;3090095699;8;9;nao;nao;nao;nao;"Escola -> Parada 810 -> Escola";1;35;12,431000;1345,000000;19829,000000;73,641338;81,848689
Adelaide;.\data\Adelaide.bus;9;9;3090095699;8;10;nao;nao;nao;nao;"Escola -> Parada 29 -> Escola";1;40;5,718000;861,000000;19829,000000;73,641338;81,848689
Adelaide;.\data\Adelaide.bus;9;9;3090095699;8;11;sim;nao;nao;nao;"Escola -> Parada 111 -> Escola";1;25;1,803000;265,000000;19829,000000;73,641338;81,848689
Adelaide;.\data\Adelaide.bus;9;9;3090095699;8;12;nao;nao;nao;nao;"Escola -> Parada 1089 -> Escola";1;29;12,329000;1519,000000;19829,000000;73,641338;81,848689
Adelaide;.\data\Adelaide.bus;9;9;3090095699;8;13;nao;nao;nao;nao;"Escola -> Parada 1139 -> Escola";1;37;9,279000;1354,000000;19829,000000;73,641338;81,848689
